molecule,period,biosimilar_rx,reference_rx,total_rx,biosimilar_share,molecule_class,therapeutic_area
trastuzumab,2010-02-01,0,3494,3494,0,anti-HER2,oncology
trastuzumab,2010-03-01,0,4068,4068,0,anti-HER2,oncology
trastuzumab,2010-04-01,0,3136,3136,0,anti-HER2,oncology
trastuzumab,2010-05-01,0,3630,3630,0,anti-HER2,oncology
trastuzumab,2010-06-01,0,3670,3670,0,anti-HER2,oncology
trastuzumab,2010-07-01,0,3966,3966,0,anti-HER2,oncology
trastuzumab,2010-08-01,0,3492,3492,0,anti-HER2,oncology
trastuzumab,2010-09-01,0,3442,3442,0,anti-HER2,oncology
trastuzumab,2010-10-01,0,3938,3938,0,anti-HER2,oncology
trastuzumab,2010-11-01,0,3582,3582,0,anti-HER2,oncology
trastuzumab,2010-12-01,0,2926,2926,0,anti-HER2,oncology
trastuzumab,2011-01-01,0,3822,3822,0,anti-HER2,oncology
trastuzumab,2011-02-01,0,3686,3686,0,anti-HER2,oncology
trastuzumab,2011-03-01,0,4182,4182,0,anti-HER2,oncology
trastuzumab,2011-04-01,0,4106,4106,0,anti-HER2,oncology
trastuzumab,2011-05-01,0,4002,4002,0,anti-HER2,oncology
trastuzumab,2011-06-01,0,4306,4306,0,anti-HER2,oncology
trastuzumab,2011-07-01,0,5324,5324,0,anti-HER2,oncology
trastuzumab,2011-08-01,0,4532,4532,0,anti-HER2,oncology
trastuzumab,2011-09-01,0,4752,4752,0,anti-HER2,oncology
trastuzumab,2011-10-01,0,4218,4218,0,anti-HER2,oncology
trastuzumab,2011-11-01,0,4588,4588,0,anti-HER2,oncology
trastuzumab,2011-12-01,0,3758,3758,0,anti-HER2,oncology
trastuzumab,2012-01-01,0,4818,4818,0,anti-HER2,oncology
trastuzumab,2012-02-01,0,3194,3194,0,anti-HER2,oncology
trastuzumab,2012-03-01,0,4682,4682,0,anti-HER2,oncology
trastuzumab,2012-04-01,0,4420,4420,0,anti-HER2,oncology
trastuzumab,2012-05-01,0,6046,6046,0,anti-HER2,oncology
trastuzumab,2012-06-01,0,5438,5438,0,anti-HER2,oncology
trastuzumab,2012-07-01,0,4640,4640,0,anti-HER2,oncology
trastuzumab,2012-08-01,0,3692,3692,0,anti-HER2,oncology
trastuzumab,2012-09-01,0,6016,6016,0,anti-HER2,oncology
trastuzumab,2012-10-01,0,4132,4132,0,anti-HER2,oncology
trastuzumab,2012-11-01,0,4956,4956,0,anti-HER2,oncology
trastuzumab,2012-12-01,0,2802,2802,0,anti-HER2,oncology
trastuzumab,2013-01-01,0,5282,5282,0,anti-HER2,oncology
trastuzumab,2013-02-01,0,3906,3906,0,anti-HER2,oncology
trastuzumab,2013-03-01,0,5162,5162,0,anti-HER2,oncology
trastuzumab,2013-04-01,0,4378,4378,0,anti-HER2,oncology
trastuzumab,2013-05-01,0,4712,4712,0,anti-HER2,oncology
trastuzumab,2013-06-01,0,4982,4982,0,anti-HER2,oncology
trastuzumab,2013-07-01,0,4274,4274,0,anti-HER2,oncology
trastuzumab,2013-08-01,0,4986,4986,0,anti-HER2,oncology
trastuzumab,2013-09-01,0,5582,5582,0,anti-HER2,oncology
trastuzumab,2013-10-01,0,4276,4276,0,anti-HER2,oncology
trastuzumab,2013-11-01,0,4418,4418,0,anti-HER2,oncology
trastuzumab,2013-12-01,0,4976,4976,0,anti-HER2,oncology
trastuzumab,2014-01-01,0,5132,5132,0,anti-HER2,oncology
trastuzumab,2014-02-01,0,4318,4318,0,anti-HER2,oncology
trastuzumab,2014-03-01,0,5940,5940,0,anti-HER2,oncology
trastuzumab,2014-04-01,0,5134,5134,0,anti-HER2,oncology
trastuzumab,2014-05-01,0,7626,7626,0,anti-HER2,oncology
trastuzumab,2014-06-01,0,5816,5816,0,anti-HER2,oncology
trastuzumab,2014-07-01,0,4516,4516,0,anti-HER2,oncology
trastuzumab,2014-08-01,0,5114,5114,0,anti-HER2,oncology
trastuzumab,2014-09-01,0,4772,4772,0,anti-HER2,oncology
trastuzumab,2014-10-01,0,4914,4914,0,anti-HER2,oncology
trastuzumab,2014-11-01,0,4930,4930,0,anti-HER2,oncology
trastuzumab,2014-12-01,0,4424,4424,0,anti-HER2,oncology
trastuzumab,2015-01-01,0,5304,5304,0,anti-HER2,oncology
trastuzumab,2015-02-01,0,6188,6188,0,anti-HER2,oncology
trastuzumab,2015-03-01,0,6134,6134,0,anti-HER2,oncology
trastuzumab,2015-04-01,0,4482,4482,0,anti-HER2,oncology
trastuzumab,2015-05-01,0,8478,8478,0,anti-HER2,oncology
trastuzumab,2015-06-01,0,5588,5588,0,anti-HER2,oncology
trastuzumab,2015-07-01,0,6212,6212,0,anti-HER2,oncology
trastuzumab,2015-08-01,0,6772,6772,0,anti-HER2,oncology
trastuzumab,2015-09-01,0,7634,7634,0,anti-HER2,oncology
trastuzumab,2015-10-01,0,8088,8088,0,anti-HER2,oncology
trastuzumab,2015-11-01,0,7608,7608,0,anti-HER2,oncology
trastuzumab,2015-12-01,0,8834,8834,0,anti-HER2,oncology
trastuzumab,2016-01-01,0,7876,7876,0,anti-HER2,oncology
trastuzumab,2016-02-01,0,8694,8694,0,anti-HER2,oncology
trastuzumab,2016-03-01,0,9866,9866,0,anti-HER2,oncology
trastuzumab,2016-04-01,0,8008,8008,0,anti-HER2,oncology
trastuzumab,2016-05-01,0,8974,8974,0,anti-HER2,oncology
trastuzumab,2016-06-01,0,7754,7754,0,anti-HER2,oncology
trastuzumab,2016-07-01,0,10358,10358,0,anti-HER2,oncology
trastuzumab,2016-08-01,0,8536,8536,0,anti-HER2,oncology
trastuzumab,2016-09-01,0,8194,8194,0,anti-HER2,oncology
trastuzumab,2016-10-01,0,7742,7742,0,anti-HER2,oncology
trastuzumab,2016-11-01,0,7796,7796,0,anti-HER2,oncology
trastuzumab,2016-12-01,0,9550,9550,0,anti-HER2,oncology
trastuzumab,2017-01-01,0,8044,8044,0,anti-HER2,oncology
trastuzumab,2017-02-01,0,9420,9420,0,anti-HER2,oncology
trastuzumab,2017-03-01,0,10058,10058,0,anti-HER2,oncology
trastuzumab,2017-04-01,0,7570,7570,0,anti-HER2,oncology
trastuzumab,2017-05-01,0,8654,8654,0,anti-HER2,oncology
trastuzumab,2017-06-01,0,10408,10408,0,anti-HER2,oncology
trastuzumab,2017-07-01,0,8288,8288,0,anti-HER2,oncology
trastuzumab,2017-08-01,0,10060,10060,0,anti-HER2,oncology
trastuzumab,2017-09-01,0,9468,9468,0,anti-HER2,oncology
trastuzumab,2017-10-01,0,7934,7934,0,anti-HER2,oncology
trastuzumab,2017-11-01,0,9560,9560,0,anti-HER2,oncology
trastuzumab,2017-12-01,0,8830,8830,0,anti-HER2,oncology
trastuzumab,2018-01-01,0,7936,7936,0,anti-HER2,oncology
trastuzumab,2018-02-01,0,10420,10420,0,anti-HER2,oncology
trastuzumab,2018-03-01,0,9296,9296,0,anti-HER2,oncology
trastuzumab,2018-04-01,0,8550,8550,0,anti-HER2,oncology
trastuzumab,2018-05-01,0,13034,13034,0,anti-HER2,oncology
trastuzumab,2018-06-01,0,9256,9256,0,anti-HER2,oncology
trastuzumab,2018-07-01,0,7918,7918,0,anti-HER2,oncology
trastuzumab,2018-08-01,0,9126,9126,0,anti-HER2,oncology
trastuzumab,2018-09-01,0,9272,9272,0,anti-HER2,oncology
trastuzumab,2018-10-01,0,8706,8706,0,anti-HER2,oncology
trastuzumab,2018-11-01,0,9022,9022,0,anti-HER2,oncology
trastuzumab,2018-12-01,0,10350,10350,0,anti-HER2,oncology
trastuzumab,2019-01-01,0,9224,9224,0,anti-HER2,oncology
trastuzumab,2019-02-01,0,8614,8614,0,anti-HER2,oncology
trastuzumab,2019-03-01,0,10434,10434,0,anti-HER2,oncology
trastuzumab,2019-04-01,0,7952,7952,0,anti-HER2,oncology
trastuzumab,2019-05-01,0,12034,12034,0,anti-HER2,oncology
trastuzumab,2019-06-01,0,10430,10430,0,anti-HER2,oncology
trastuzumab,2019-07-01,0,10254,10254,0,anti-HER2,oncology
trastuzumab,2019-08-01,8518,1400,9918,0.8588425085702762,anti-HER2,oncology
trastuzumab,2019-09-01,7520,1498,9018,0.8338877799955644,anti-HER2,oncology
trastuzumab,2019-10-01,7860,1356,9216,0.8528645833333334,anti-HER2,oncology
trastuzumab,2019-11-01,8980,1450,10430,0.8609779482262704,anti-HER2,oncology
trastuzumab,2019-12-01,8482,1534,10016,0.8468450479233227,anti-HER2,oncology
trastuzumab,2020-01-01,10918,1638,12556,0.8695444409047467,anti-HER2,oncology
trastuzumab,2020-02-01,8590,1374,9964,0.8621035728623043,anti-HER2,oncology
trastuzumab,2020-03-01,7712,1322,9034,0.8536639362408678,anti-HER2,oncology
trastuzumab,2020-04-01,9710,1428,11138,0.8717902675525229,anti-HER2,oncology
trastuzumab,2020-05-01,8778,1552,10330,0.8497579864472411,anti-HER2,oncology
trastuzumab,2020-06-01,8066,1480,9546,0.8449612403100775,anti-HER2,oncology
trastuzumab,2020-07-01,9156,1606,10762,0.8507712321129901,anti-HER2,oncology
trastuzumab,2020-08-01,10104,1556,11660,0.8665523156089194,anti-HER2,oncology
trastuzumab,2020-09-01,7988,1718,9706,0.8229960848959407,anti-HER2,oncology
trastuzumab,2020-10-01,8836,1450,10286,0.8590316935640676,anti-HER2,oncology
trastuzumab,2020-11-01,7774,1210,8984,0.8653161175422974,anti-HER2,oncology
trastuzumab,2020-12-01,9112,1646,10758,0.8469975831939022,anti-HER2,oncology
trastuzumab,2021-01-01,7842,1280,9122,0.859679894759921,anti-HER2,oncology
trastuzumab,2021-02-01,9254,1624,10878,0.8507078507078507,anti-HER2,oncology
trastuzumab,2021-03-01,10918,1634,12552,0.8698215423836839,anti-HER2,oncology
trastuzumab,2021-04-01,8920,2022,10942,0.8152074575031987,anti-HER2,oncology
trastuzumab,2021-05-01,9088,1438,10526,0.8633859015770473,anti-HER2,oncology
trastuzumab,2021-06-01,8004,1662,9666,0.8280571073867163,anti-HER2,oncology
trastuzumab,2021-07-01,8767,1543,10310,0.8503394762366634,anti-HER2,oncology
trastuzumab,2021-08-01,8728,1591,10319,0.8458183932551604,anti-HER2,oncology
trastuzumab,2021-09-01,9245,1680,10925,0.8462242562929062,anti-HER2,oncology
trastuzumab,2021-10-01,7961,1538,9499,0.8380882198126118,anti-HER2,oncology
trastuzumab,2021-11-01,9293,1600,10893,0.8531166804369779,anti-HER2,oncology
trastuzumab,2021-12-01,9160,1801,10961,0.8356901742541739,anti-HER2,oncology
trastuzumab,2022-01-01,8178,1402,9580,0.8536534446764091,anti-HER2,oncology
trastuzumab,2022-02-01,7980,1499,9479,0.841860955797025,anti-HER2,oncology
trastuzumab,2022-03-01,8773,1631,10404,0.8432333717800846,anti-HER2,oncology
trastuzumab,2022-04-01,8427,1543,9970,0.8452357071213641,anti-HER2,oncology
trastuzumab,2022-05-01,9031,1608,10639,0.8488579753736254,anti-HER2,oncology
trastuzumab,2022-06-01,8997,1656,10653,0.8445508307519008,anti-HER2,oncology
trastuzumab,2022-07-01,4051,735,4786,0.8464270789803594,anti-HER2,oncology
trastuzumab,2022-08-01,4528,812,5340,0.847940074906367,anti-HER2,oncology
trastuzumab,2022-09-01,4257,743,5000,0.8514,anti-HER2,oncology
trastuzumab,2022-10-01,4065,729,4794,0.8479349186483104,anti-HER2,oncology
trastuzumab,2022-11-01,4310,764,5074,0.8494284588096177,anti-HER2,oncology
trastuzumab,2022-12-01,4300,788,5088,0.845125786163522,anti-HER2,oncology
trastuzumab,2023-01-01,4167,782,4949,0.8419882804606992,anti-HER2,oncology
trastuzumab,2023-02-01,3959,735,4694,0.8434171282488283,anti-HER2,oncology
trastuzumab,2023-03-01,4534,912,5446,0.8325376423062798,anti-HER2,oncology
trastuzumab,2023-04-01,3783,791,4574,0.8270660253607346,anti-HER2,oncology
trastuzumab,2023-05-01,4778,985,5763,0.8290820753079993,anti-HER2,oncology
trastuzumab,2023-06-01,4511,924,5435,0.8299908003679852,anti-HER2,oncology
trastuzumab,2023-07-01,4221,874,5095,0.828459273797841,anti-HER2,oncology
trastuzumab,2023-08-01,4845,971,5816,0.8330467675378267,anti-HER2,oncology
trastuzumab,2023-09-01,4462,898,5360,0.8324626865671642,anti-HER2,oncology
trastuzumab,2023-10-01,4609,908,5517,0.8354177995287294,anti-HER2,oncology
trastuzumab,2023-11-01,4666,978,5644,0.8267186392629341,anti-HER2,oncology
trastuzumab,2023-12-01,4315,876,5191,0.8312463879791948,anti-HER2,oncology
trastuzumab,2024-01-01,4808,1003,5811,0.8273963173292033,anti-HER2,oncology
trastuzumab,2024-02-01,4503,908,5411,0.8321936795416743,anti-HER2,oncology
trastuzumab,2024-03-01,4547,928,5475,0.8305022831050228,anti-HER2,oncology
trastuzumab,2024-04-01,4641,948,5589,0.8303811057434246,anti-HER2,oncology
trastuzumab,2024-05-01,4900,1020,5920,0.8277027027027027,anti-HER2,oncology
trastuzumab,2024-06-01,4314,904,5218,0.826753545419701,anti-HER2,oncology
trastuzumab,2024-07-01,4829,1034,5863,0.8236397748592871,anti-HER2,oncology
trastuzumab,2024-08-01,4648,1015,5663,0.8207663782447466,anti-HER2,oncology
trastuzumab,2024-09-01,4447,956,5403,0.8230612622617065,anti-HER2,oncology
trastuzumab,2024-10-01,5013,1045,6058,0.8275008253549027,anti-HER2,oncology
trastuzumab,2024-11-01,4450,940,5390,0.8256029684601113,anti-HER2,oncology
trastuzumab,2024-12-01,4719,988,5707,0.826879271070615,anti-HER2,oncology
trastuzumab,2025-01-01,4845,1023,5868,0.8256646216768916,anti-HER2,oncology
trastuzumab,2025-02-01,4338,949,5287,0.8205031208624929,anti-HER2,oncology
trastuzumab,2025-03-01,4555,960,5515,0.8259292837715322,anti-HER2,oncology
trastuzumab,2025-04-01,4774,1000,5774,0.826809837201247,anti-HER2,oncology
trastuzumab,2025-05-01,4858,1079,5937,0.8182583796530234,anti-HER2,oncology
trastuzumab,2025-06-01,4635,998,5633,0.8228297532398366,anti-HER2,oncology
trastuzumab,2025-07-01,5013,1122,6135,0.8171149144254278,anti-HER2,oncology
trastuzumab,2025-08-01,4547,981,5528,0.8225397973950795,anti-HER2,oncology
trastuzumab,2025-09-01,4947,1031,5978,0.8275342924054868,anti-HER2,oncology
trastuzumab,2025-10-01,5135,1079,6214,0.8263598326359832,anti-HER2,oncology
trastuzumab,2025-11-01,4272,950,5222,0.8180773649942551,anti-HER2,oncology
