molecule,period,biosimilar_rx,reference_rx,total_rx,biosimilar_share,molecule_class,therapeutic_area
adalimumab,2009-01-01,0,10212,10212,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2009-02-01,0,10204,10204,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2009-03-01,0,11604,11604,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2009-04-01,0,12092,12092,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2009-05-01,0,11504,11504,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2009-06-01,0,10612,10612,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2009-07-01,0,12078,12078,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2009-08-01,0,11830,11830,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2009-09-01,0,11586,11586,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2009-10-01,0,13190,13190,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2009-11-01,0,14012,14012,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2009-12-01,0,12918,12918,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2010-01-01,0,17204,17204,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2010-02-01,0,13714,13714,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2010-03-01,0,15342,15342,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2010-04-01,0,12198,12198,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2010-05-01,0,15272,15272,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2010-06-01,0,14502,14502,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2010-07-01,0,16110,16110,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2010-08-01,0,13422,13422,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2010-09-01,0,15616,15616,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2010-10-01,0,15556,15556,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2010-11-01,0,16274,16274,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2010-12-01,0,12624,12624,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2011-01-01,0,15478,15478,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2011-02-01,0,15476,15476,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2011-03-01,0,18078,18078,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2011-04-01,0,16712,16712,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2011-05-01,0,16628,16628,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2011-06-01,0,15780,15780,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2011-07-01,0,19052,19052,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2011-08-01,0,17762,17762,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2011-09-01,0,16850,16850,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2011-10-01,0,15978,15978,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2011-11-01,0,15828,15828,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2011-12-01,0,13506,13506,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2012-01-01,0,16694,16694,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2012-02-01,0,13166,13166,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2012-03-01,0,19186,19186,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2012-04-01,0,19442,19442,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2012-05-01,0,24074,24074,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2012-06-01,0,33636,33636,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2012-07-01,0,20278,20278,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2012-08-01,0,20200,20200,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2012-09-01,0,28968,28968,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2012-10-01,0,23272,23272,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2012-11-01,0,21654,21654,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2012-12-01,0,15052,15052,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2013-01-01,0,25686,25686,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2013-02-01,0,22014,22014,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2013-03-01,0,16448,16448,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2013-04-01,0,20544,20544,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2013-05-01,0,23348,23348,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2013-06-01,0,24202,24202,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2013-07-01,0,20720,20720,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2013-08-01,0,20440,20440,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2013-09-01,0,20626,20626,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2013-10-01,0,17764,17764,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2013-11-01,0,17826,17826,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2013-12-01,0,18124,18124,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2014-01-01,0,20124,20124,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2014-02-01,0,14640,14640,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2014-03-01,0,43808,43808,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2014-04-01,0,51194,51194,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2014-05-01,0,35580,35580,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2014-06-01,0,30496,30496,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2014-07-01,0,24570,24570,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2014-08-01,0,27496,27496,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2014-09-01,0,24564,24564,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2014-10-01,0,24070,24070,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2014-11-01,0,27390,27390,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2014-12-01,0,23912,23912,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2015-01-01,0,26770,26770,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2015-02-01,0,38212,38212,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2015-03-01,0,31200,31200,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2015-04-01,0,24606,24606,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2015-05-01,0,48390,48390,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2015-06-01,0,36404,36404,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2015-07-01,0,36514,36514,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2015-08-01,0,30594,30594,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2015-09-01,0,30862,30862,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2015-10-01,0,30922,30922,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2015-11-01,0,30024,30024,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2015-12-01,0,35270,35270,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2016-01-01,0,28948,28948,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2016-02-01,0,30586,30586,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2016-03-01,0,36680,36680,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2016-04-01,0,32944,32944,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2016-05-01,0,32772,32772,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2016-06-01,0,34260,34260,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2016-07-01,0,34234,34234,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2016-08-01,0,33214,33214,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2016-09-01,0,32914,32914,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2016-10-01,0,32042,32042,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2016-11-01,0,34542,34542,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2016-12-01,0,38676,38676,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2017-01-01,0,29828,29828,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2017-02-01,0,31248,31248,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2017-03-01,0,37004,37004,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2017-04-01,0,34468,34468,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2017-05-01,0,36284,36284,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2017-06-01,0,36638,36638,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2017-07-01,0,34412,34412,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2017-08-01,0,36988,36988,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2017-09-01,0,35478,35478,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2017-10-01,0,35762,35762,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2017-11-01,0,37388,37388,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2017-12-01,0,41126,41126,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2018-01-01,0,35306,35306,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2018-02-01,0,35974,35974,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2018-03-01,0,37456,37456,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2018-04-01,0,36944,36944,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2018-05-01,0,41176,41176,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2018-06-01,0,35882,35882,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2018-07-01,0,32792,32792,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2018-08-01,0,49064,49064,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2018-09-01,0,37220,37220,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2018-10-01,0,35794,35794,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2018-11-01,0,40058,40058,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2018-12-01,0,42594,42594,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2019-01-01,0,38710,38710,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2019-02-01,0,39010,39010,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2019-03-01,0,43480,43480,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2019-04-01,0,37024,37024,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2019-05-01,0,42306,42306,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2019-06-01,0,43022,43022,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2019-07-01,0,39516,39516,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2019-08-01,0,42024,42024,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2019-09-01,0,40220,40220,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2019-10-01,0,40652,40652,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2019-11-01,0,44356,44356,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2019-12-01,0,42838,42838,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2020-01-01,0,44892,44892,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2020-02-01,0,41052,41052,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2020-03-01,0,43224,43224,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2020-04-01,0,44858,44858,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2020-05-01,0,38926,38926,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2020-06-01,0,39588,39588,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2020-07-01,0,46458,46458,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2020-08-01,0,45384,45384,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2020-09-01,0,43282,43282,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2020-10-01,0,46434,46434,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2020-11-01,0,40608,40608,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2020-12-01,0,46804,46804,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2021-01-01,0,46286,46286,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2021-02-01,0,44142,44142,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2021-03-01,0,40646,40646,0,anti-TNF,rheumatology/gastro/derm
adalimumab,2021-04-01,43230,3108,46338,0.9329276188009841,anti-TNF,rheumatology/gastro/derm
adalimumab,2021-05-01,35616,8474,44090,0.8078022227262418,anti-TNF,rheumatology/gastro/derm
adalimumab,2021-06-01,26932,18334,45266,0.5949719436221447,anti-TNF,rheumatology/gastro/derm
adalimumab,2021-07-01,17960,32088,50048,0.35885549872122763,anti-TNF,rheumatology/gastro/derm
adalimumab,2021-08-01,12853,35632,48485,0.2650922965865732,anti-TNF,rheumatology/gastro/derm
adalimumab,2021-09-01,10954,37686,48640,0.22520559210526317,anti-TNF,rheumatology/gastro/derm
adalimumab,2021-10-01,8605,40486,49091,0.17528671243201402,anti-TNF,rheumatology/gastro/derm
adalimumab,2021-11-01,8415,40236,48651,0.17296663994573597,anti-TNF,rheumatology/gastro/derm
adalimumab,2021-12-01,9405,44716,54121,0.1737772768426304,anti-TNF,rheumatology/gastro/derm
adalimumab,2022-01-01,8659,41981,50640,0.1709913112164297,anti-TNF,rheumatology/gastro/derm
adalimumab,2022-02-01,8105,38044,46149,0.17562677414461852,anti-TNF,rheumatology/gastro/derm
adalimumab,2022-03-01,9280,44779,54059,0.17166429271721637,anti-TNF,rheumatology/gastro/derm
adalimumab,2022-04-01,10535,41640,52175,0.20191662673694297,anti-TNF,rheumatology/gastro/derm
adalimumab,2022-05-01,10136,42423,52559,0.19284994006735287,anti-TNF,rheumatology/gastro/derm
adalimumab,2022-06-01,9947,43816,53763,0.18501571712888046,anti-TNF,rheumatology/gastro/derm
adalimumab,2022-07-01,4984,21592,26576,0.18753762793497894,anti-TNF,rheumatology/gastro/derm
adalimumab,2022-08-01,5353,22200,27553,0.19428011468805576,anti-TNF,rheumatology/gastro/derm
adalimumab,2022-09-01,5207,21500,26707,0.19496761148762498,anti-TNF,rheumatology/gastro/derm
adalimumab,2022-10-01,5473,22100,27573,0.1984912776991985,anti-TNF,rheumatology/gastro/derm
adalimumab,2022-11-01,5620,22425,28045,0.20039222677839186,anti-TNF,rheumatology/gastro/derm
adalimumab,2022-12-01,6142,23419,29561,0.20777375596224756,anti-TNF,rheumatology/gastro/derm
adalimumab,2023-01-01,5408,21624,27032,0.2000591891092039,anti-TNF,rheumatology/gastro/derm
adalimumab,2023-02-01,5377,21123,26500,0.2029056603773585,anti-TNF,rheumatology/gastro/derm
adalimumab,2023-03-01,6419,26036,32455,0.19778154367585887,anti-TNF,rheumatology/gastro/derm
adalimumab,2023-04-01,4802,19897,24699,0.1944208267541196,anti-TNF,rheumatology/gastro/derm
adalimumab,2023-05-01,5779,22910,28689,0.20143609048764335,anti-TNF,rheumatology/gastro/derm
adalimumab,2023-06-01,5434,22419,27853,0.19509568089613327,anti-TNF,rheumatology/gastro/derm
adalimumab,2023-07-01,5528,22602,28130,0.1965161749022396,anti-TNF,rheumatology/gastro/derm
adalimumab,2023-08-01,6250,23700,29950,0.20868113522537562,anti-TNF,rheumatology/gastro/derm
adalimumab,2023-09-01,6165,21656,27821,0.221595197872111,anti-TNF,rheumatology/gastro/derm
adalimumab,2023-10-01,6711,23152,29863,0.22472624987442655,anti-TNF,rheumatology/gastro/derm
adalimumab,2023-11-01,6865,23045,29910,0.2295218990304246,anti-TNF,rheumatology/gastro/derm
adalimumab,2023-12-01,7316,23799,31115,0.23512775188815685,anti-TNF,rheumatology/gastro/derm
adalimumab,2024-01-01,6942,22394,29336,0.23663757840196345,anti-TNF,rheumatology/gastro/derm
adalimumab,2024-02-01,6913,21874,28787,0.24014312015840483,anti-TNF,rheumatology/gastro/derm
adalimumab,2024-03-01,7977,24843,32820,0.2430530164533821,anti-TNF,rheumatology/gastro/derm
adalimumab,2024-04-01,7259,22479,29738,0.24409845988297801,anti-TNF,rheumatology/gastro/derm
adalimumab,2024-05-01,7621,23947,31568,0.2414153573238723,anti-TNF,rheumatology/gastro/derm
adalimumab,2024-06-01,7229,22411,29640,0.24389338731443994,anti-TNF,rheumatology/gastro/derm
adalimumab,2024-07-01,8764,25007,33771,0.2595125995676764,anti-TNF,rheumatology/gastro/derm
adalimumab,2024-08-01,7801,23800,31601,0.24685927660517074,anti-TNF,rheumatology/gastro/derm
adalimumab,2024-09-01,8035,23661,31696,0.2535020191822312,anti-TNF,rheumatology/gastro/derm
adalimumab,2024-10-01,8577,24523,33100,0.2591238670694864,anti-TNF,rheumatology/gastro/derm
adalimumab,2024-11-01,8228,24090,32318,0.2545949625595643,anti-TNF,rheumatology/gastro/derm
adalimumab,2024-12-01,8972,26050,35022,0.25618182856490207,anti-TNF,rheumatology/gastro/derm
adalimumab,2025-01-01,8126,23802,31928,0.2545101478326234,anti-TNF,rheumatology/gastro/derm
adalimumab,2025-02-01,7743,22716,30459,0.25421057815424014,anti-TNF,rheumatology/gastro/derm
adalimumab,2025-03-01,8307,27360,35667,0.2329043653797628,anti-TNF,rheumatology/gastro/derm
adalimumab,2025-04-01,7154,24741,31895,0.2242984793854836,anti-TNF,rheumatology/gastro/derm
adalimumab,2025-05-01,7456,26437,33893,0.2199864278759626,anti-TNF,rheumatology/gastro/derm
adalimumab,2025-06-01,7085,25536,32621,0.2171913797860274,anti-TNF,rheumatology/gastro/derm
adalimumab,2025-07-01,7578,27056,34634,0.2188023329676041,anti-TNF,rheumatology/gastro/derm
adalimumab,2025-08-01,7229,26260,33489,0.215861924811132,anti-TNF,rheumatology/gastro/derm
adalimumab,2025-09-01,7701,27124,34825,0.22113424264178033,anti-TNF,rheumatology/gastro/derm
adalimumab,2025-10-01,7170,27563,34733,0.206431923530936,anti-TNF,rheumatology/gastro/derm
adalimumab,2025-11-01,6845,26719,33564,0.20393874389226552,anti-TNF,rheumatology/gastro/derm
aflibercept,2012-12-01,0,12,12,0,anti-VEGF,ophthalmology
aflibercept,2013-01-01,0,3386,3386,0,anti-VEGF,ophthalmology
aflibercept,2013-02-01,0,8698,8698,0,anti-VEGF,ophthalmology
aflibercept,2013-03-01,0,7914,7914,0,anti-VEGF,ophthalmology
aflibercept,2013-04-01,0,15204,15204,0,anti-VEGF,ophthalmology
aflibercept,2013-05-01,0,10044,10044,0,anti-VEGF,ophthalmology
aflibercept,2013-06-01,0,16652,16652,0,anti-VEGF,ophthalmology
aflibercept,2013-07-01,0,12134,12134,0,anti-VEGF,ophthalmology
aflibercept,2013-08-01,0,11470,11470,0,anti-VEGF,ophthalmology
aflibercept,2013-09-01,0,14034,14034,0,anti-VEGF,ophthalmology
aflibercept,2013-10-01,0,11744,11744,0,anti-VEGF,ophthalmology
aflibercept,2013-11-01,0,9276,9276,0,anti-VEGF,ophthalmology
aflibercept,2013-12-01,0,13544,13544,0,anti-VEGF,ophthalmology
aflibercept,2014-01-01,0,13300,13300,0,anti-VEGF,ophthalmology
aflibercept,2014-02-01,0,9094,9094,0,anti-VEGF,ophthalmology
aflibercept,2014-03-01,0,25874,25874,0,anti-VEGF,ophthalmology
aflibercept,2014-04-01,0,30124,30124,0,anti-VEGF,ophthalmology
aflibercept,2014-05-01,0,23988,23988,0,anti-VEGF,ophthalmology
aflibercept,2014-06-01,0,21346,21346,0,anti-VEGF,ophthalmology
aflibercept,2014-07-01,0,13260,13260,0,anti-VEGF,ophthalmology
aflibercept,2014-08-01,0,20860,20860,0,anti-VEGF,ophthalmology
aflibercept,2014-09-01,0,16238,16238,0,anti-VEGF,ophthalmology
aflibercept,2014-10-01,0,15990,15990,0,anti-VEGF,ophthalmology
aflibercept,2014-11-01,0,14830,14830,0,anti-VEGF,ophthalmology
aflibercept,2014-12-01,0,16678,16678,0,anti-VEGF,ophthalmology
aflibercept,2015-01-01,0,16118,16118,0,anti-VEGF,ophthalmology
aflibercept,2015-02-01,0,21972,21972,0,anti-VEGF,ophthalmology
aflibercept,2015-03-01,0,20668,20668,0,anti-VEGF,ophthalmology
aflibercept,2015-04-01,0,15752,15752,0,anti-VEGF,ophthalmology
aflibercept,2015-05-01,0,33340,33340,0,anti-VEGF,ophthalmology
aflibercept,2015-06-01,0,18258,18258,0,anti-VEGF,ophthalmology
aflibercept,2015-07-01,0,21650,21650,0,anti-VEGF,ophthalmology
aflibercept,2015-08-01,0,19244,19244,0,anti-VEGF,ophthalmology
aflibercept,2015-09-01,0,22398,22398,0,anti-VEGF,ophthalmology
aflibercept,2015-10-01,0,18542,18542,0,anti-VEGF,ophthalmology
aflibercept,2015-11-01,0,20680,20680,0,anti-VEGF,ophthalmology
aflibercept,2015-12-01,0,24180,24180,0,anti-VEGF,ophthalmology
aflibercept,2016-01-01,0,20908,20908,0,anti-VEGF,ophthalmology
aflibercept,2016-02-01,0,27388,27388,0,anti-VEGF,ophthalmology
aflibercept,2016-03-01,0,33480,33480,0,anti-VEGF,ophthalmology
aflibercept,2016-04-01,0,23536,23536,0,anti-VEGF,ophthalmology
aflibercept,2016-05-01,0,25398,25398,0,anti-VEGF,ophthalmology
aflibercept,2016-06-01,0,28314,28314,0,anti-VEGF,ophthalmology
aflibercept,2016-07-01,0,26792,26792,0,anti-VEGF,ophthalmology
aflibercept,2016-08-01,0,27256,27256,0,anti-VEGF,ophthalmology
aflibercept,2016-09-01,0,27752,27752,0,anti-VEGF,ophthalmology
aflibercept,2016-10-01,0,29244,29244,0,anti-VEGF,ophthalmology
aflibercept,2016-11-01,0,31484,31484,0,anti-VEGF,ophthalmology
aflibercept,2016-12-01,0,37376,37376,0,anti-VEGF,ophthalmology
aflibercept,2017-01-01,0,27454,27454,0,anti-VEGF,ophthalmology
aflibercept,2017-02-01,0,26564,26564,0,anti-VEGF,ophthalmology
aflibercept,2017-03-01,0,34638,34638,0,anti-VEGF,ophthalmology
aflibercept,2017-04-01,0,30158,30158,0,anti-VEGF,ophthalmology
aflibercept,2017-05-01,0,40120,40120,0,anti-VEGF,ophthalmology
aflibercept,2017-06-01,0,37014,37014,0,anti-VEGF,ophthalmology
aflibercept,2017-07-01,0,34314,34314,0,anti-VEGF,ophthalmology
aflibercept,2017-08-01,0,36646,36646,0,anti-VEGF,ophthalmology
aflibercept,2017-09-01,0,34340,34340,0,anti-VEGF,ophthalmology
aflibercept,2017-10-01,0,47138,47138,0,anti-VEGF,ophthalmology
aflibercept,2017-11-01,0,40806,40806,0,anti-VEGF,ophthalmology
aflibercept,2017-12-01,0,42854,42854,0,anti-VEGF,ophthalmology
aflibercept,2018-01-01,0,38454,38454,0,anti-VEGF,ophthalmology
aflibercept,2018-02-01,0,39570,39570,0,anti-VEGF,ophthalmology
aflibercept,2018-03-01,0,39904,39904,0,anti-VEGF,ophthalmology
aflibercept,2018-04-01,0,37212,37212,0,anti-VEGF,ophthalmology
aflibercept,2018-05-01,0,45472,45472,0,anti-VEGF,ophthalmology
aflibercept,2018-06-01,0,43034,43034,0,anti-VEGF,ophthalmology
aflibercept,2018-07-01,0,35318,35318,0,anti-VEGF,ophthalmology
aflibercept,2018-08-01,0,43806,43806,0,anti-VEGF,ophthalmology
aflibercept,2018-09-01,0,40196,40196,0,anti-VEGF,ophthalmology
aflibercept,2018-10-01,0,42310,42310,0,anti-VEGF,ophthalmology
aflibercept,2018-11-01,0,41370,41370,0,anti-VEGF,ophthalmology
aflibercept,2018-12-01,0,48392,48392,0,anti-VEGF,ophthalmology
aflibercept,2019-01-01,0,46852,46852,0,anti-VEGF,ophthalmology
aflibercept,2019-02-01,0,38686,38686,0,anti-VEGF,ophthalmology
aflibercept,2019-03-01,0,41102,41102,0,anti-VEGF,ophthalmology
aflibercept,2019-04-01,0,40698,40698,0,anti-VEGF,ophthalmology
aflibercept,2019-05-01,0,66100,66100,0,anti-VEGF,ophthalmology
aflibercept,2019-06-01,0,51134,51134,0,anti-VEGF,ophthalmology
aflibercept,2019-07-01,0,44254,44254,0,anti-VEGF,ophthalmology
aflibercept,2019-08-01,0,40988,40988,0,anti-VEGF,ophthalmology
aflibercept,2019-09-01,0,55860,55860,0,anti-VEGF,ophthalmology
aflibercept,2019-10-01,0,46808,46808,0,anti-VEGF,ophthalmology
aflibercept,2019-11-01,0,42636,42636,0,anti-VEGF,ophthalmology
aflibercept,2019-12-01,0,54744,54744,0,anti-VEGF,ophthalmology
aflibercept,2020-01-01,0,52040,52040,0,anti-VEGF,ophthalmology
aflibercept,2020-02-01,0,52288,52288,0,anti-VEGF,ophthalmology
aflibercept,2020-03-01,0,47912,47912,0,anti-VEGF,ophthalmology
aflibercept,2020-04-01,0,44160,44160,0,anti-VEGF,ophthalmology
aflibercept,2020-05-01,0,51034,51034,0,anti-VEGF,ophthalmology
aflibercept,2020-06-01,0,43554,43554,0,anti-VEGF,ophthalmology
aflibercept,2020-07-01,0,59754,59754,0,anti-VEGF,ophthalmology
aflibercept,2020-08-01,0,51264,51264,0,anti-VEGF,ophthalmology
aflibercept,2020-09-01,0,54284,54284,0,anti-VEGF,ophthalmology
aflibercept,2020-10-01,0,49528,49528,0,anti-VEGF,ophthalmology
aflibercept,2020-11-01,0,58164,58164,0,anti-VEGF,ophthalmology
aflibercept,2020-12-01,0,75944,75944,0,anti-VEGF,ophthalmology
aflibercept,2021-01-01,0,57022,57022,0,anti-VEGF,ophthalmology
aflibercept,2021-02-01,0,65512,65512,0,anti-VEGF,ophthalmology
aflibercept,2021-03-01,0,55968,55968,0,anti-VEGF,ophthalmology
aflibercept,2021-04-01,0,59630,59630,0,anti-VEGF,ophthalmology
aflibercept,2021-05-01,0,62484,62484,0,anti-VEGF,ophthalmology
aflibercept,2021-06-01,0,63136,63136,0,anti-VEGF,ophthalmology
aflibercept,2021-07-01,0,66295,66295,0,anti-VEGF,ophthalmology
aflibercept,2021-08-01,0,66232,66232,0,anti-VEGF,ophthalmology
aflibercept,2021-09-01,0,67734,67734,0,anti-VEGF,ophthalmology
aflibercept,2021-10-01,0,66927,66927,0,anti-VEGF,ophthalmology
aflibercept,2021-11-01,0,65191,65191,0,anti-VEGF,ophthalmology
aflibercept,2021-12-01,0,72903,72903,0,anti-VEGF,ophthalmology
aflibercept,2022-01-01,0,59620,59620,0,anti-VEGF,ophthalmology
aflibercept,2022-02-01,0,65609,65609,0,anti-VEGF,ophthalmology
aflibercept,2022-03-01,0,76813,76813,0,anti-VEGF,ophthalmology
aflibercept,2022-04-01,0,65778,65778,0,anti-VEGF,ophthalmology
aflibercept,2022-05-01,0,73167,73167,0,anti-VEGF,ophthalmology
aflibercept,2022-06-01,0,76860,76860,0,anti-VEGF,ophthalmology
aflibercept,2022-07-01,0,34979,34979,0,anti-VEGF,ophthalmology
aflibercept,2022-08-01,0,41127,41127,0,anti-VEGF,ophthalmology
aflibercept,2022-09-01,0,42940,42940,0,anti-VEGF,ophthalmology
aflibercept,2022-10-01,0,33936,33936,0,anti-VEGF,ophthalmology
aflibercept,2022-11-01,0,41068,41068,0,anti-VEGF,ophthalmology
aflibercept,2022-12-01,0,37634,37634,0,anti-VEGF,ophthalmology
aflibercept,2023-01-01,0,39855,39855,0,anti-VEGF,ophthalmology
aflibercept,2023-02-01,0,36443,36443,0,anti-VEGF,ophthalmology
aflibercept,2023-03-01,0,45426,45426,0,anti-VEGF,ophthalmology
aflibercept,2023-04-01,0,27770,27770,0,anti-VEGF,ophthalmology
